,Text ID,Sentiment Score,Title,GPE
0,3608,0.3612,Kerry to go to Paris in gesture of sympathy,Paris
1,875,-0.3612,The Battle of New York: Why This Primary Matters,Britain
2,95,0.0,‘Britain’s Schindler’ Dies at 106,Iran
3,4869,0.0,Fact check: Trump and Clinton at the 'commander-in-chief' forum,Iowa
4,2909,0.0,Iran reportedly makes new push for uranium concessions in nuclear talks,Iran
5,1357,-0.34,"With all three Clintons in Iowa, a glimpse at the fire that has eluded Hillary Clinton’s campaign",America
6,988,-0.7717,Donald Trump’s Shockingly Weak Delegate Game Somehow Got Even Worse,W. Va.
7,1571,0.0,"Trump takes on Cruz, but lightly",Afghanistan
8,4739,0.0,How women lead differently,Orlando
9,3304,-0.2755,What's in that Iran bill that Obama doesn't like?,South Carolina
10,3078,0.0,The 1 chart that explains everything you need to know about partisanship in America,Selma
11,2517,-0.5574,The slippery slope to Trump’s proposed ban on Muslims,America
12,778,0.0,Hillary Clinton Makes A Bipartisan Appeal on Staten Island,Iraq
13,3300,-0.4939,New Senate majority leader’s main goal for GOP: Don’t be scary,Belgium
14,636,0.0,Anti-Trump forces seek last-ditch delegate revolt,San Francisco
15,755,0.0,Sanders Trounces Clinton in W. Va. -- But Will It Make a Difference?,US
16,626,0.4973,Donald Trump Is Changing His Campaign Slogan to Prove He’s Not Racist,Rubio
17,691,-0.6808,Pure chaos: Donald Trump’s campaign management offers a glimpse into his governing style (spoiler alert: it’s terrible),Kasich
18,1787,-0.4215,GOP insiders: Carly crushed it,Syria
19,1967,0.4588,Both parties want to craft populist messages for 2016,US
20,431,0.0,First Take: Wall Street bids goodbye to June hike,Iran
21,5224,-0.4215,"With 3:20 a.m. tweet storm Saturday, Clinton continues to mock Trump’s Friday ‘meltdown’",US
22,2777,-0.128,Obama makes the right call to tough it out in Afghanistan,Iran
23,587,-0.4767,Senate race rankings: Dems attack as GOP lays swing-state groundwork,Charleston
24,3027,0.1027,American politics has reached peak polarization,Connecticut
25,4377,0.5106,Anti-Muhammad cartoon contest: Free speech or deliberately provocative? (+video),Iran
26,3627,-0.4767,World's newspapers react to 'Hebdo' attack,Ohio
27,909,0.0,"Closed primaries, 'warped' democracy?",Iraq
28,1522,-0.6361,Donald Trump: Hillary Clinton has 'caused tremendous death',Anbar
29,1834,-0.0258,Biden makes another surprise political stop,Iran
30,1775,0.0,"Hillary Clinton's declining favorability numbers, in context",US
31,3363,-0.5267,Hillary Clinton: The criminal investigation keeps moving forward,Israel
32,1084,0.0,Rubio’s parting shot at Trump,US
33,4410,0.0,Loretta Lynch becomes first African-American woman AG.,America
34,2669,0.0772,Why it's funny Republicans are upset with Facebook: Column,Russia
35,3648,-0.1546,FBI checking if Orlando shooter's wife knew attack plan but didn't warn police,US
36,596,0.0,Handicapping the Hispanic vote for 2016 GOPers,America
37,1569,0.0,GOP establishment nightmare? Ted Cruz vs. Donald Trump,LGBT
38,1178,-0.7964,Bernie Sanders lost poor voters in South Carolina by a big margin — a problem for his political revolution,New Responses
39,1506,0.3182,Jeb Bush Picks Up Endorsement From Lindsey Graham,Mexico
40,1641,0.0,"2016 Republican race enters a new, volatile phase",Iran
41,139,0.0,"‘Hands up, don’t shoot’ was built on a lie",Chicago
42,4134,-0.5106,Bernie Sanders' call for ouster of two convention co-chairs rejected,France
43,917,0.1779,Five Reasons the New York Democratic Primary Felt Competitive,South Africa
44,3854,0.0,"To get around Congress, Obama turns to city halls",Iraq
45,3343,0.3182,John Kerry: ISIS responsible for genocide,Iowa
46,4348,0.0,Mitt Romney's Re-Invention As Anti-Poverty Warrior,New Hampshire
47,3424,0.5574,King: Fill the Supreme Court vacancy,Iran
48,1718,0.0,"Ted Cruz is toast: It’s not just that he won’t be president — his days in the Senate are numbered, too",America
49,143,0.6369,Obama’s speech in Selma was an answer to those who question his love for America,Haiti
50,930,0.0,Where Does Bernie Sanders Go From Here?,U.S.
51,1661,0.128,Exclusive: GOP campaigns plot revolt against RNC,Vermont
52,1360,-0.4585,"Why Hillary Clinton, not Bernie Sanders, 'won' town hall",Ferguson
53,3635,-0.8271,French police hunt two brothers accused of Charlie Hebdo terror attack,Paris
54,3255,0.34,Give Social Security recipients a CEO-style raise,Charleston
55,3177,0.0,"Fireworks erupt between Trump and Bush, Rubio and Cruz at GOP debate",Florida
56,2832,0.0772,"Obama, sounding like his critics, admits no 'complete strategy' for Iraq",Drudge
57,4294,0.0,How Ted Cruz Became Ted Cruz,Koch
58,1524,-0.6124,Accord reached after Sanders sues the DNC over suspended access to critical voter list,Syria
59,2974,0.0,Why the latest Patriot Act reform won’t be enough to rein in the NSA,New Hampshire
60,3364,0.1027,"FBI expands probe of Clinton emails, launches independent classification review",Iowa
61,4933,0.0,Where is Gary Johnson?,Cleveland
62,4880,0.0,What happens if Clinton drops out?,West Virginia
63,3512,-0.6705,Brothers ID'd as suicide bombers in Belgium,Nebraska
64,2546,0.2584,Don't blame all immigrants for San Francisco shooting,US
65,2596,-0.1695,Netanyahu: I Won't Allow Israel to Be 'Submerged' by Refugees,Paris
66,1475,0.0,3 Questions Ahead Of Tonight's Democratic Debate,Syria
67,2232,-0.7717,Obama's terror strategy is failing: US must heed lessons of 9/11,Illinois
68,127,0.0,Selma 50 years on: John Lewis's recalls the march,Iran
69,4979,-0.3818,Third-party presidential candidates fight for 15% in polls – and a spot in debates,Kentucky
70,1700,0.0,"Bush, Rubio and Kasich eye one another in the shadow of Trump",Florida
71,4500,-0.8074,Conspiracy theories swirl around the death of Antonin Scalia,Paris
72,2199,0.0,McCain: Trump doesn't understand Syria,Rubio
73,4943,0.5859,Trump manager says 'undercover voters' will deliver win in US election,Putin
74,2115,0.0,The next president can have a big impact on climate policy — even without Congress,US
75,4597,0.5267,Justice Department Staffers Monitor Polls on Election Day,America
76,677,0.0,Poll: 71 percent of Dems think Clinton should keep running even if indicted,Iraq
77,3004,0.0,Is the Iran deal unraveling? Think again. | Institution,Iran
78,172,0.0,Shutdown clash to return in force by December,Israel
79,5202,-0.2732,Blizzard of charges and countercharges melts away as opinions of Trump and Clinton are frozen,Raid
80,2802,0.4019,Obama Inches Closer to Veto-Proof Support for Iran Nuclear Deal,Afghanistan
81,1329,-0.296,How Clinton plans to stop Sanders' momentum,DC
82,4114,0.5267,Martin O’Malley Praises Senate Democrats for Holding Up Trade Deal,Hungary
83,4354,0.0,‘Super PAC’ Gets Early Start on Pushing for a 2016 Clinton Campaign,US
84,3138,0.6096,Christianity under attack: US must do more to promote religious freedom,Flint
85,421,0.0,"Buffett: If I Ran Fed, I Would Not Raise Rates Significantly",Kasich
86,2850,0.2023,Iran agrees to nuclear restrictions in framework deal with world powers,United States
87,51,0.0,"Bernie Sanders’s vast universe of donors, mapped",Texas
88,186,-0.2263,So That Happened: Did Obama Forget That The GOP Runs Congress?,Yemen
89,3700,0.296,Sunday in Charleston: Worship at Emanuel AME,Chicago
90,5040,0.0,"FACT CHECK: Hillary Clinton's Speech To The Democratic Convention, Annotated",Iran
91,2305,-0.3182,Connecticut Becomes First State To Boycott Indiana Over LGBT Discrimination Law,U.S.
92,2228,-0.4767,Scott Walker Confronts Doubts About His Grasp of Foreign Policy,California
93,3008,0.0,Iran carries out new ballistic missile test,Cuba
94,3872,0.2846,Why Joe Biden can't get no respect,Afghanistan
95,1884,0.0,"Come on, Paul Ryan must be running in 2016, right? Right?",U.S.
96,4239,0.5267,Why Bernie Sanders needs to start winning big states — big,Israel
97,3282,-0.3182,Leaked: What’s in Obama’s trade deal,Us
98,4532,-0.7061,Someone Isn't Telling The Truth About Freddie Gray's Death,New York
99,4130,-0.6776,Prison employee pleaded not guilty to aiding escape of two murderers,US
100,599,-0.4714,Election Day: No Legal Pot In Ohio; Democrats Lose In The South,Yemen
101,4577,-0.7906,President Trump: A colossal failure for democracy and our terrifying new reality,Washington
102,1934,-0.3818,Chris Christie losing home-state donors as Jeb Bush makes inroads,Baltimore
103,5075,0.128,Can Sanders rally supporters around Clinton after DNC email leak?,Oklahoma
104,2076,0.0,'Historic' climate deal in sight as nations parse final text,D.C.
105,4714,-0.5859,"Trump slams 'corrupt' media, as more women make sexual assault claims",Israel
106,4911,0.0,The 5 unspoken rules for covering Hillary Clinton,Paris
107,2834,0.0,Iraq launches operation against ISIS in Anbar province,Iran
108,2281,0.0,Justices Kennedy and Scalia and their divide on gay rights,Israel
109,1938,0.7783,Jeb Bush's Foreign Policy Plan: More Military Spending Will 'Encourage Peace',Brussels
110,1255,0.0,"John Kasich: He’s Conservative, but at Least He’s Sane",Baltimore
111,4618,0.0,2006 Audio Emerges of Hillary Clinton Proposing Rigging Palestine Election,Greece
112,3602,-0.5423,Authorities search for clues after raid thwarts potential 'Belgian Charlie Hebdo' attack,Iran
113,384,0.0,Debate Goals for the Democratic Candidates,U.S.
114,4492,-0.1531,'Spinning up as we speak': Email shows Pentagon was ready to roll as Benghazi attack occurred,Ethiopia
115,2432,-0.2263,A Case Study On Why The Obamacare Lawsuit Is Based On Mythical History,Kentucky
116,2916,-0.128,Iran letter blowback startles GOP,Jamaica
117,4713,-0.5994,Donald Trump's GOP civil war,Cuba
118,4217,0.0,Laura Bush hints she'd rather see Hillary as president,Nevada
119,1770,0.5994,"Scott Walker, Rick Perry show limits of super PACs",US
120,3427,0.5574,Is It Time To Reconsider Lifetime Appointments To The Supreme Court?,Iran
121,658,0.5859,"Clinton has delegates to win Dem nomination, AP reports; Sanders questions tally",San Bernardino
122,4865,0.0,"Trump says Obama born in US, ‘period’ – after new ‘birther’ dust-up",Iran
123,4031,-0.296,"MH370: If debris is part of missing plane, what's next?",Israel
124,2586,0.4019,Israel stole classified US information and used it to help congressional Republicans,Vlad
125,4045,0.2023,"""America has a simple ideology"": how one of Russia's top US experts explains America",Cuba
126,4632,0.4215,Poll shows Trump made up 13 points in under 2 weeks — now he likes polls again,Iraq
127,71,-0.5719,"Chaos on House floor as Dems, Republicans clash over LGBT proposal",Paris
128,1108,-0.7096,"Clinton, Sanders accuse Trump of inciting violence",US
129,4701,0.0258,"In New Responses, Hillary Clinton Insists Email Setup A Matter Of 'Convenience'",Baltimore
130,4929,0.0,Trump mulls alternative options for making Mexico finance 'the wall',Iowa
131,667,0.0,"Donald Trump said ‘university’ was all about education. Actually, its goal was: ‘Sell, sell, sell!’",U.S.
132,3382,-0.3818,Kerry Adviser Marie Harf in Twitter Fight Over Iran Nukes,Iowa
133,5199,0.0,The Daily 202: Many African Americans unenthusiastically ‘settle’ for Hillary Clinton,Kenya
134,1809,0.0,"100,000 people have come to recent Bernie Sanders rallies. How does he do it?",Indiana
135,2812,0.0,"'You've been fleeced': Congress grills Kerry, Obama officials on Iran nuke deal",Palin
136,4666,-0.4019,"What 20,000 pages of hacked WikiLeaks emails teach us about Hillary Clinton",Indiana
137,4808,0.0,What do Americans really think of election coverage?,Russia
138,4411,-0.5106,Lynch schools the wingnuts: How the right tried — and failed — to wound Obama’s AG nominee,Syria
139,1754,0.7579,"Yes, Ted Cruz could win",Turkey
140,854,0.0,Trump advisors try to pivot not fishtail,New Hampshire
141,3137,-0.2732,"Christians drop, 'nones' soar in new religion portrait",Kenya
142,2010,0.0,Inside the Deliberations of a Hillary Clinton Campaign Launch,Iraq
143,1109,-0.8126,Clinton condemns Trump over Chicago violence,Hiroshima
144,3592,0.5574,"In France, a growing debate over why some speech is protected and some isn’t",U.S.
145,3147,0.5267,Gay rights and religious liberty: Can Americans have both?,Iran
146,4318,0.4215,"As Rand Paul stalls, Ted Cruz seeks to pick up support among libertarians",New York
147,1905,0.5859,“A dream come true for Hillary Clinton”: Wall Street Journal editorial board rips Ted Cruz,Iran
148,4051,0.4588,Obama Presses Putin to Strike Ukraine Peace Deal,Selma
149,3852,-0.6908,"Trumka: Disappointment with Obama, a warning for Hillary",Eleven States
150,205,0.0,Wingnuts have a death-grip on Congress: Why Paul Ryan can’t control the House GOP,US
151,3326,-0.7845,State Department warns of possible terror attack in South Africa,US
152,2968,-0.3182,Who Lost Iraq?,Canada
153,3107,0.3818,Pope Francis implores Congress to accept immigrants as their own,Iran
154,1284,0.3818,"Poll: Trump gains in Iowa, still dominates in New Hampshire",Iran
155,2989,-0.25,Rand Paul Goes on Senate Floor to Protest NSA Spying Measure,Ohio
156,3866,-0.5106,Obama Details His Disappointment With Netanyahu In First Post-Election Comments,Cuba
157,4796,0.0,Reality Check: First Clinton v Trump presidential debate,America
158,961,-0.4939,John Kasich’s Advice for Women to Prevent Sexual Assault: Avoid Parties “Where There’s a Lot of Alcohol”,Iran
159,273,-0.5106,The system set Boehner up for failure,U.S.
160,3398,0.5574,Gay marriage victory at Supreme Court triggering backlash,Iraq
161,263,0.0,McCarthy drops out of speaker race as House asks: Who wants this job? (+video),Hungary
162,1242,0.0,"Democrats, Republicans in tight races as Iowans prepare to caucus",Iran
163,2840,0.5586,Iran: Why the best outcome now is to keep negotiating without reaching a deal,South Carolina
164,1570,0.0,Rand Paul is flatlining,Nevada
165,2463,0.0,Nurse Chris Christie Quarantined For Ebola Goes After Governor On Vaccines,U.S.
166,4469,0.4019,Can Paul Ryan and Donald Trump coexist within the Republican Party?,America
167,2507,0.0,"Cruz copying me on border wall, Trump says",Kasich
168,1610,-0.3182,Jeb Bush loses TV ad edge to Marco Rubio,N.H.
169,4107,-0.6808,"Our real police/race problem: Diverse forces, white resentment, and America’s persistent divides",Russia
170,3474,0.6271,The Supreme Court cannot hide on Obamacare,Iowa
171,1181,0.2023,"Poll: Hillary Clinton, Bernie Sanders both top Trump",Chicago
172,624,0.0,Donald Trump revokes Washington Post press access (+video),US
173,2042,-0.296,How Jeb Bush can avoid being the Jon Huntsman of 2016,U.S.
174,1680,0.2023,Poll finds Ben Carson knocks Donald Trump from top spot nationally,Alabama
175,2874,0.836,“I’m glad that he won”: The surprising Palestinian reaction to Netanyahu’s win,Charleston
176,5244,-0.296,Ernst to Trump: Stop with the name-calling,Syria
177,3888,-0.5106,White House: GOP Has Failed to Put ‘Points on the Board’,California
178,763,-0.6597,The Daily 202: The presidency is Hillary Clinton’s to lose. Here are 12 ways she could lose it.,US
179,739,0.0772,"Do Democrats Want What Bernie Wants, Or Just What Bernie Has?",Iowa
180,1338,-0.296,Critics Pounce on Madeleine Albright’s Exhortation to Women to Back Clinton,New Hampshire
181,5258,0.1531,Clinton doubles down on disputed claim FBI found her email remarks 'truthful',Cuba
182,4053,0.128,How the Clintons’ Haiti development plans succeed — and disappoint,Wisconsin
183,2678,-0.4588,Of Course Facebook Is Biased. Its Real Problem Is That It Won’t Admit It.,California
184,3495,-0.3612,Tax Calculator: The federal debt,Kentucky
185,4930,0.0,Trump and advisers remain split on how far to move toward the middle,Kasich
186,4904,0.875,Clinton in the final stretch: winning over anti-Trump contingent may be best play,Rubio
187,3146,0.0,Vatican Ends Scrutiny Of U.S. Nuns,Cuba
188,4489,-0.4404,How Clinton’s email scandal took root,Boston
189,4454,0.0,The Disappearing Middle: Electorate Way Less Moderate Than Past Primaries,Saudi Arabia's
190,4708,-0.1531,"Hannity: WikiLeaks Has Proven That ""Everything The Conspiracy Theorists Said"" Was True",US
191,1461,0.0,AP FACT CHECK: The Republican debaters and the facts,Philadelphia
192,440,-0.2732,Why the drop in income inequality?,San Bernardino
193,3851,0.0,Senate Makes History By Confirming Loretta Lynch As U.S. Attorney General,Moscow
194,334,-0.5994,Manhunt for escaped killers expands to Vermont,Wisconsin
195,3767,-0.2023,Protester charged with shooting officers in Ferguson,South Carolina
196,5215,0.0,It’s not the ‘locker-room’ talk. It’s the ‘lock her up’ talk.,America
197,5207,0.0772,"GOP braces for Trump loss, roiled by refusal to accept election results",US
198,5035,0.0,Obama: Trump is ‘unfit to serve as president’,North Korea
199,3103,0.4019,Pope Francis met Kim Davis: why it matters in fight over religious freedom (+video),Michigan
200,1376,-0.7269,Paris Tragedy Could Shake Up 2016 Race,Mississippi
201,1510,0.0,2016's first GOP debate: Six things to look for in Charleston,Rubio
202,356,0.0,Black Hawk crashes off Florida; human remains found,Iowa
203,2683,0.0,"Drudge, Koch, Soros, Bezos: These 4 non-politicians will determine the next president",Clinton
204,4020,0.2263,Obama and Putin outline competing visions on Syria,Rubio
205,3226,-0.3818,Is the GOP losing Walmart?,Iran
206,3375,0.2023,"'Top secret' emails on Clinton server discussed drone program, may reference classified info",Iran
207,3106,0.0,Miracles Man: Metaxas Vs. Closed Minds And A Closed Universe,Mali
208,2339,-0.2023,Obama on gun control: His emotional evolution,America
209,2422,0.0572,The Clock Is Ticking And Republicans Still Have No Serious Obamacare Alternative,Detroit
210,1597,0.0,Trump treads on tradition in New Hampshire,Arizona
211,4261,0.2023,GOP presidential candidates hammer on 'top secret' Clinton emails in final days before Iowa Caucus,America
212,2640,0.5423,"Cleveland, Justice Department Reach Policing Deal",Camden
213,4477,0.6486,"A GOP Weekend, Courtesy Of The Koch Network And Citizens United",Baltimore
214,5184,0.0,"Juan Williams: My bets on Trump, Clinton vice presidential picks",Russia
215,4648,-0.4019,How Trump And Clinton Are Framing Their Closing Arguments,Florida
216,3144,0.34,Scott Walker and questioning Obama’s faith,Philadelphia
217,1784,0.6369,What Is Hillary’s Greatest Accomplishment?,America
218,800,0.7351,"Sanders, Trump easily win West Virginia primary; Trump picks up Nebraska too",London
219,1518,0.0,"Clinton, Sanders to Face Off in 1st Democrat Debate",Iran
220,3938,0.0,"Human remains suggest explosion brought down EgyptAir plane, forensics official says",Russia
221,3638,-0.836,US officials scanning terror databases in search for Paris attack suspects,Syria
222,1829,0.3774,Clinton Picks Up The First Major Labor Endorsement Of 2016,U.S.
223,2845,-0.5994,Obama: Syria war unlikely to end during his presidency,Wisconsin
224,317,-0.2263,'Blue and Brave': Illinois town rallies around police as search for officer's killer goes on,Israel
225,3302,0.4168,Senate Advances Bill To Approve Keystone Pipeline Despite Obama's Veto Threat,Oregon
226,162,0.0,Momentum to bar Syrian refugees slows,St. Louis
227,151,0.128,New evidence that the legal immigration system discriminates against Latin Americans,U.S.
228,2714,-0.6369,Media turn blind eye to Hillary Clinton’s glaring mistakes,Afghanistan
229,3327,0.1779,State Department admits to deliberately cutting briefing footage on Iran deal,Syria
230,4147,-0.4588,"U.S. Economy Added 271,000 Jobs In October, Beating Expectations",US
231,751,0.7184,"Hillary Clinton narrowly wins Kentucky, a state Bernie Sanders needed by huge margins",U.S.
232,3993,0.4847,"No, it's not 'World War 3'",Paris
233,3664,-0.836,49 killed in shooting at Florida nightclub in possible act of Islamic terror,N.H.
234,4455,0.3566,"Extreme rhetoric helping Cruz, Trump, Duke leaders say",U.S.
235,235,-0.3612,The Benghazi bust: Trey Gowdy and his GOP colleagues embarrassed themselves,Saudi Arabia
236,4359,0.0,"Obama seeks global climate pact in Paris, amid resistance at home",Kasich
237,2462,-0.5423,"2 deaths possibly linked to 'superbug' at UCLA hospital after 7 infected, 179 exposed",Syria
238,4289,0.0,Clinton media campaign follows BuzzFeed model,Wisconsin
239,743,-0.3535,"Exclusive: More than 100 lawsuits, disputes over taxes tied to Trump and his companies",Syria
240,5061,0.0,Historic firsts fill evening at Democratic National Convention,Iran
241,1146,-0.4404,"Cruz camp responds to Rubio Photoshop flap, brushes off criticism",Iraq
242,1027,0.4019,Ben Carson Throws Support Behind Donald Trump,U.S.
243,5237,0.0,"Clinton and Trump: How they view ISIS, Putin, and US generals",America
244,4122,0.0,"Paul Ryan’s big speaker hangup is reportedly his family. For a male lawmaker, that’s unusual.",Virginia
245,266,-0.2023,"McCarthy withdraws from speaker race, vote postponed",Egypt
246,2551,0.0,The immigration swamp,Israel
247,5060,0.7783,'America is already strong': Obama continues Democrats' optimism,US
248,5183,-0.4019,Why the DNC's mysteriously hacked oppo file on Trump is a big yawn,Soviet Union’s
249,2822,0.0,Hillary Clinton: ‘No role whatsoever for American soldiers on the ground’ in Iraq,Charleston
250,4305,0.5719,Donald Trump: The key to his success (Opinion),Ireland
251,1786,-0.5106,"For First Time, Trump Shrinks In Spotlight; Fiorina Steals Show",America
252,2057,-0.0772,Scott Walker's stealth 2016 strategy,San Diego
253,4601,0.0,Let’s Make 2016 the Last Endless American Election,Turkey
254,1996,0.0,Going Back to the Future in 2016?,Wyoming
255,4267,-0.1531,A bad night for front-runners and a good night for governors,Indiana
256,3077,0.0,How public funding of elections makes politics even more polarized,U.S.
257,2376,0.0,Gaming Obamacare,Cleveland
258,2570,-0.5574,Uncovered audio: Hillary was ‘adamantly against illegal immigrants’,Selma
259,4375,-0.6705,Obama says world should address ‘grievances’ that terrorists exploit,America
260,781,0.2732,"Press must share the blame: The shallow, ratings-obsessed media is as responsible for Trump as the GOP",Russia
261,2619,-0.5267,"Netanyahu: Iran A Threat to Israel, the World",Syria
262,693,0.0,A report said Trump's donations to vets might be shady. His response was predictable.,Colorado
263,4621,0.1531,How the confidence deficit is impacting the 2016 election,Iran
264,1118,0.0,Romney's timely Trump trolling,Texas
265,5223,0.5106,A sharpened debate: Is it ethical to not vote this year for president?,US
266,217,0.5499,"Ryan so far proves he can 'make the sausage,' but he'll likely be serving a much different House party in 2016",California
267,2634,0.1779,Attorney general nominee offers careful backing of Obama policies,America
268,3134,-0.3818,The end of white Christian America is nigh: Why the country’s youth are abandoning religious conservatism,Iran
269,1590,0.3612,Strong jobs number holds risks for Clinton,Russia
270,704,-0.1027,Sanders warns Clinton against moderate as VP,Rubio
271,3982,-0.8126,"Architect Of Paris Attacks Was Killed In Raid, French Authorities Say",Iowa
272,3140,-0.296,Why conservatives refuse to believe Obama is Christian,Charleston
273,1423,-0.4588,Why Donald Trump is beating Fox News -- and GOP rivals,Syria
274,3828,-0.5267,Obama seeks to calm fears over terrorism ahead of holiday season,Turkey
275,1722,0.0,Democratic debate: Fact-checking the candidates,US
276,1479,0.0,Carson takes lead from Trump in new national poll,Lahore
277,992,-0.4168,"Hillary isn't winning over many pundits, even on the left",Pakistan
278,1343,0.0,5 takeaways from the Republican debate,US
279,187,-0.3818,Lawmakers caught in battle between House ethics cops,US
280,5209,-0.6249,"New O'Keefe Video: Clinton Campaign, DNC Coordinated With Organizations To Incite Violence At Trump Events",California
281,4883,0.4019,"Yes, There Is a Clinton Double Standard",Iran
282,4750,0.2023,"Libertarian VP Candidate Gives Up, Will Focus on Preventing Trump Presidency",Iran
283,5020,0.0,'The only other option': Bernie Sanders backers turn to Green party's Jill Stein,US
284,1171,0.0,"Trump, Clinton Head Into SC with Fierce Competition on Their Heels",Germany
285,764,-0.4019,Why Trump is a shocking GOP choice,Ryan
286,1819,0.6369,Donald Trump: ‘We have to take back the heart of our country’,California
287,569,-0.7783,Jeb Bush fights lonely battle defending Common Core,U.S.
288,4770,-0.4939,Donald Trump can’t resist blaming Bill Clinton when his own sexism comes up,Iran
289,1920,-0.2023,Will Clinton’s experience be a liability?,Washington
290,4431,0.0,"Obama outlines plan to keep 5,500 troops in Afghanistan",VA
291,1675,0.0,Biden backers to naysayers: Not so fast,Iran
292,5057,0.2846,Clinton Enjoys Post-DNC Bounce - But Will it Last?,Bergdahl
293,188,0.0,House yanks first spending bill off the floor,Syria
294,5028,0.4019,Donald Trump Pushes Republican Party to Its Breaking Point,Iraq
295,3,0.0,"Trump, Clinton clash in dueling DC speeches",Ukraine
296,4561,-0.6924,'NO CAMP! NO CAMP!': Scuffles break out at Hungary train station after police stop migrant train,Kentucky
297,4145,0.0,How a $15 minimum wage went from ‘extreme’ to enacted,Milwaukee
298,479,-0.5994,Will Asia trade deal hurt US workers? Six tough questions answered.,Flint
299,2532,0.0,"City, County Leaders Ask Court To Lift Injunction On Obama Immigration Programs",Iraq
300,4246,-0.6249,Democrats Clinton and Sanders pounce on Flint water crisis — and each other,New York
301,708,-0.3412,"No, Sanders wouldn't be a better match for Trump",Iraq
